Date,Fokontany,Location,Species,Sex,AgeYears,AgeMonths,PreviousVaccine,Page,Point,Commune
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,8,,6,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,6,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,5,,6,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,7,,6,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,2,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,6,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,3,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,5,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,4,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,5,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,8,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,8,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,4,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,4,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,8,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,4,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,1,5,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,5,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,3,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,2,,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,5,,7,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,4,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,5,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,2,5,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,3,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,4,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,5,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,4,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,5,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,9,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,6,,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,5,,2016,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,3,,8,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,2,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,5,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,4,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,7,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,3,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,5,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,3,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,3,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,9,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,2,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,6,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,5,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,6,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,2,,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,4,,9,Ambohitranjavidy,Moramanga
18-Apr-18,Analalava,Analalava,A,M,2,,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,,9,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,F,,4,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,3,5,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,S,F,4,,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,S,M,1,5,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,F,,8,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,3,,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,F,3,,,9,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,S,M,,3,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,S,M,1,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,,7,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,S,M,,3,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,F,2,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,3,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,F,,8,2016,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,2,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,2,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Analalava,Analalava,A,M,,8,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,10,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,1,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,1,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,,3,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,M,3,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,,5,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,2,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,4,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,3,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,4,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,,7,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,,4,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,8,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,8,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,M,4,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,12,,,10,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,2,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,2,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,2,5,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,4,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,,9,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,M,1,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,A,F,1,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,1,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,F,,6,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,S,M,2,,,11,Ambohitranjavidy,Ambohibary
18-Apr-18,Tsilay/ vidy,Ambohitranjavidy,A,M,3,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay/ vidy,Ambohitranjavidy,A,F,,6,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,8,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,3,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,5,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,1,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,1,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,1,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,8,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,3,,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,6,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,6,,11,Ambohitranjavidy,Moramanga
18-Apr-18,Tsarafasina,Tsarafasina,A,M,,6,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohibary,Ambohibary,A,M,2,,,12,Ambohitranjavidy,Ambohibary
18-Apr-18,Andrangina,Menalamba,A,M,3,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Andrangina,Menalamba,A,M,,4,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,3,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,3,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,10,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,10,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,,1,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,2,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,,2,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,1,5,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,5,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,,3,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,2,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,,6,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,F,1,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,4,,2016,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,1,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,1,5,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,S,M,2,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,M,6,,,12,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,A,F,,8,,12,Ambohitranjavidy,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,1,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,3,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,2,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,9,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,6,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,2,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,10,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,1,,2018,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,1,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,4,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,2,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,7,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,7,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,6,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,6,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,1,,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,6,,1,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,6,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,,,2,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,,,2,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,,,2,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,,,2,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,4,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,1,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,3,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,3,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,3,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,2017,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,3,,2015,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,6,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,2,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,1,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,12,,2015,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,1,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,1,,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,5,,2,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,3,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,3,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,3,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,,,4,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,3,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,3,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,2,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,6,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,7,,2017,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,3,,2017,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,4,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,5,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,2,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,4,,2015,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,2,,3,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,1,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,3,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,8,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,5,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,1,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,3,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,4,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,5,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,4,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,6,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,2,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,3,,,4,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,4,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,4,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,6,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,1,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,3,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,5,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,4,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,6,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,6,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,6,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,6,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,2,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,14,,2013,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,,4,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,3,,2016,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,2016,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,5,,2016,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,4,,2016,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,5,,5,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,M,1,,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,6,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,6,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,8,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,,4,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,S,F,1,,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,3,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,3,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,,3,,6,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,M,6,,,6,Ambarilava,Moramanga
14-Apr-18,Camps des Maries,Campes des Maries,S,M,,9,,6,Besimpona,Moramanga
14-Apr-18,Camps des Maries,Campes des Maries,S,M,,9,,6,Besimpona,Moramanga
14-Apr-18,Camps des Maries,Campes des Maries,S,M,,9,,6,Besimpona,Moramanga
14-Apr-18,Camps des Maries,Campes des Maries,S,F,,9,,6,Besimpona,Moramanga
14-Apr-18,Besimpona,Ambarilava,A,M,5,,2016,6,Besimpona,Moramanga
14-Apr-18,Besimpona,Ambarilava,A,M,4,,2016,6,Besimpona,Moramanga
14-Apr-18,Besimpona,Ambarilava,A,F,1,,,6,Besimpona,Moramanga
14-Apr-18,Besimpona,Ambarilava,A,F,1,,,7,Besimpona,Moramanga
